station_id,state,region,station_lat,station_lon,date,year,month,day_of_year,max_temp_c,heatwave_flag
IMD-1324,Bihar,Indo-Gangetic Plain,23.954,85.48,2024-09-28,2024,9,272,45.0,0
IMD-1686,West Bengal,East,22.014,86.524,2020-03-24,2020,3,84,35.4,0
IMD-1661,West Bengal,East,22.455,88.285,2021-02-03,2021,2,34,38.3,0
IMD-1101,Uttar Pradesh,Indo-Gangetic Plain,25.309,79.351,2026-07-30,2026,7,211,39.5,0
IMD-1583,Telangana,South Peninsula,18.118,78.029,2024-08-15,2024,8,228,37.3,0
IMD-1444,Gujarat,West,20.843,71.704,2024-06-06,2024,6,158,35.1,0
IMD-1837,Tamil Nadu,South Peninsula,11.579,80.402,2020-12-28,2020,12,363,41.2,0
IMD-1398,Gujarat,West,21.281,70.833,2025-06-04,2025,6,155,33.4,0
IMD-1612,Punjab,Northwest,31.18,74.474,2023-03-05,2023,3,64,35.5,0
IMD-1173,Madhya Pradesh,Central,24.246,78.752,2023-06-01,2023,6,152,31.0,0
IMD-1387,Odisha,East,21.673,84.036,2026-03-25,2026,3,84,37.6,0
IMD-1709,Chhattisgarh,Central,21.29,81.182,2023-10-29,2023,10,302,47.9,0
IMD-1755,Jharkhand,East,24.053,86.024,2026-03-25,2026,3,84,37.0,0
IMD-1805,Karnataka,South,16.481,74.105,2021-03-22,2021,3,81,30.2,0
IMD-1513,Andhra Pradesh,South Peninsula,14.752,78.992,2021-06-11,2021,6,162,27.3,0
IMD-1838,Tamil Nadu,South Peninsula,11.703,79.357,2022-03-20,2022,3,79,32.9,0
IMD-1542,Andhra Pradesh,South Peninsula,16.873,80.825,2023-01-09,2023,1,9,45.5,0
IMD-1002,Rajasthan,Northwest,27.617,73.388,2026-05-17,2026,5,137,37.5,0
IMD-1780,Karnataka,South,16.625,74.862,2021-07-03,2021,7,184,29.8,0
IMD-1494,Delhi,Northwest,28.292,77.108,2020-05-09,2020,5,130,36.2,0
IMD-1125,Uttar Pradesh,Indo-Gangetic Plain,26.011,82.328,2021-11-08,2021,11,312,50.0,0
IMD-1066,Rajasthan,Northwest,26.646,72.913,2024-01-04,2024,1,4,45.7,0
IMD-1221,Madhya Pradesh,Central,22.315,79.999,2020-12-22,2020,12,357,46.0,0
IMD-1530,Andhra Pradesh,South Peninsula,15.391,81.169,2024-03-22,2024,3,82,33.0,0
IMD-1847,Tamil Nadu,South Peninsula,11.654,79.537,2020-11-24,2020,11,329,44.0,0
IMD-1447,Gujarat,West,23.601,70.901,2020-12-21,2020,12,356,49.5,1
IMD-1225,Maharashtra,West,20.275,76.473,2020-10-02,2020,10,276,39.4,0
IMD-1597,Telangana,South Peninsula,17.489,76.707,2022-02-17,2022,2,48,34.6,0
IMD-1119,Uttar Pradesh,Indo-Gangetic Plain,26.954,81.476,2024-04-03,2024,4,94,39.1,0
IMD-1088,Uttar Pradesh,Indo-Gangetic Plain,25.423,82.009,2021-06-08,2021,6,159,30.4,0
IMD-1755,Jharkhand,East,24.053,86.024,2023-11-08,2023,11,312,51.7,1
IMD-1743,Jharkhand,East,22.813,85.45,2026-09-23,2026,9,266,40.6,0
IMD-1155,Uttar Pradesh,Indo-Gangetic Plain,26.25,80.897,2024-03-02,2024,3,62,35.6,0
IMD-1323,Bihar,Indo-Gangetic Plain,23.732,85.397,2020-07-28,2020,7,210,37.5,0
IMD-1469,Haryana,Northwest,30.392,74.544,2021-02-27,2021,2,58,35.2,0
IMD-1386,Odisha,East,21.786,83.172,2026-10-19,2026,10,292,46.5,0
IMD-1823,Tamil Nadu,South Peninsula,10.426,78.079,2026-09-18,2026,9,261,39.8,0
IMD-1642,Punjab,Northwest,30.933,73.596,2025-03-13,2025,3,72,32.1,0
IMD-1554,Andhra Pradesh,South Peninsula,14.686,81.394,2024-02-21,2024,2,52,38.7,0
IMD-1564,Andhra Pradesh,South Peninsula,15.026,79.776,2026-01-01,2026,1,1,45.5,0
IMD-1586,Telangana,South Peninsula,18.76,79.585,2026-03-27,2026,3,86,30.5,0
IMD-1022,Rajasthan,Northwest,27.198,75.796,2025-11-19,2025,11,323,50.2,0
IMD-1230,Maharashtra,West,19.669,77.381,2025-08-04,2025,8,216,39.5,0
IMD-1049,Rajasthan,Northwest,25.653,73.515,2025-07-22,2025,7,203,42.5,1
IMD-1824,Tamil Nadu,South Peninsula,12.045,78.435,2026-10-12,2026,10,285,43.3,0
IMD-1876,Kerala,South,11.762,77.812,2022-07-13,2022,7,194,28.5,0
IMD-1887,Kerala,South,12.084,75.301,2025-05-29,2025,5,149,23.6,0
IMD-1864,Kerala,South,9.632,77.344,2021-12-03,2021,12,337,44.7,1
IMD-1874,Kerala,South,11.534,76.263,2024-05-25,2024,5,146,22.7,0
IMD-1778,Karnataka,South,14.952,75.764,2025-04-10,2025,4,100,31.9,0
IMD-1018,Rajasthan,Northwest,25.977,73.954,2025-08-21,2025,8,233,39.1,0
IMD-1337,Bihar,Indo-Gangetic Plain,25.261,86.243,2021-01-08,2021,1,8,44.9,0
IMD-1588,Telangana,South Peninsula,16.081,79.819,2021-08-17,2021,8,229,40.0,0
IMD-1093,Uttar Pradesh,Indo-Gangetic Plain,28.143,79.762,2020-08-25,2020,8,238,46.9,1
IMD-1878,Kerala,South,9.98,75.241,2026-09-24,2026,9,267,39.5,0
IMD-1611,Punjab,Northwest,32.432,74.163,2022-01-16,2022,1,16,42.1,0
IMD-1132,Uttar Pradesh,Indo-Gangetic Plain,26.564,82.357,2026-12-14,2026,12,348,47.8,0
IMD-1410,Gujarat,West,23.367,69.61,2020-09-21,2020,9,265,44.4,0
IMD-1654,West Bengal,East,23.69,86.963,2020-04-14,2020,4,105,30.1,0
IMD-1146,Uttar Pradesh,Indo-Gangetic Plain,27.345,82.607,2022-04-04,2022,4,94,36.2,0
IMD-1848,Tamil Nadu,South Peninsula,9.752,78.007,2023-03-29,2023,3,88,29.9,0
IMD-1637,Punjab,Northwest,30.915,73.329,2023-02-13,2023,2,44,38.8,0
IMD-1401,Gujarat,West,20.81,71.466,2021-07-08,2021,7,189,32.8,0
IMD-1294,Bihar,Indo-Gangetic Plain,23.834,85.408,2025-12-06,2025,12,340,46.4,0
IMD-1875,Kerala,South,10.45,77.03,2026-05-20,2026,5,140,27.4,0
IMD-1057,Rajasthan,Northwest,27.464,73.164,2026-06-10,2026,6,161,34.8,0
IMD-1354,Odisha,East,19.929,84.522,2023-03-20,2023,3,79,32.9,0
IMD-1578,Telangana,South Peninsula,17.284,80.216,2020-06-16,2020,6,168,32.3,0
IMD-1588,Telangana,South Peninsula,16.081,79.819,2026-11-05,2026,11,309,44.6,0
IMD-1816,Tamil Nadu,South Peninsula,11.362,80.672,2021-09-25,2021,9,268,34.0,0
IMD-1485,Haryana,Northwest,30.219,76.639,2021-08-27,2021,8,239,44.2,0
IMD-1878,Kerala,South,9.98,75.241,2021-03-28,2021,3,87,26.5,0
IMD-1714,Chhattisgarh,Central,22.785,80.741,2025-10-19,2025,10,292,46.8,0
IMD-1713,Chhattisgarh,Central,22.028,81.179,2021-02-23,2021,2,54,37.0,0
IMD-1562,Andhra Pradesh,South Peninsula,17.046,78.095,2024-01-29,2024,1,29,41.5,0
IMD-1774,Karnataka,South,16.429,76.26,2026-10-31,2026,10,304,43.5,0
IMD-1220,Madhya Pradesh,Central,22.755,79.734,2020-04-13,2020,4,104,36.8,0
IMD-1515,Andhra Pradesh,South Peninsula,16.516,81.427,2022-06-01,2022,6,152,32.8,0
IMD-1477,Haryana,Northwest,28.057,76.582,2022-08-15,2022,8,227,41.5,0
IMD-1607,Telangana,South Peninsula,18.753,77.748,2026-04-12,2026,4,102,30.8,0
IMD-1453,Haryana,Northwest,29.804,74.387,2021-09-16,2021,9,259,45.5,0
IMD-1078,Uttar Pradesh,Indo-Gangetic Plain,27.687,79.346,2025-09-06,2025,9,249,43.6,0
IMD-1467,Haryana,Northwest,28.527,75.37,2023-01-14,2023,1,14,46.9,0
IMD-1714,Chhattisgarh,Central,22.785,80.741,2025-02-07,2025,2,38,47.5,1
IMD-1004,Rajasthan,Northwest,27.57,73.506,2022-03-14,2022,3,73,36.0,0
IMD-1694,Chhattisgarh,Central,22.57,80.823,2024-04-10,2024,4,101,32.4,0
IMD-1886,Kerala,South,9.833,78.18,2020-01-25,2020,1,25,32.5,0
IMD-1316,Bihar,Indo-Gangetic Plain,23.678,84.887,2024-06-06,2024,6,158,29.4,0
IMD-1673,West Bengal,East,22.889,86.982,2024-06-19,2024,6,171,34.6,0
IMD-1116,Uttar Pradesh,Indo-Gangetic Plain,25.95,79.838,2020-01-05,2020,1,5,45.7,0
IMD-1394,Gujarat,West,22.323,72.46,2023-07-04,2023,7,185,32.3,0
IMD-1424,Gujarat,West,21.881,69.863,2022-10-31,2022,10,304,44.8,0
IMD-1130,Uttar Pradesh,Indo-Gangetic Plain,27.161,79.177,2026-02-23,2026,2,54,36.8,0
IMD-1272,Maharashtra,West,18.856,75.212,2024-12-27,2024,12,362,45.5,0
IMD-1825,Tamil Nadu,South Peninsula,11.655,78.625,2023-09-04,2023,9,247,36.8,0
IMD-1038,Rajasthan,Northwest,26.324,75.907,2022-05-10,2022,5,130,32.0,0
IMD-1738,Jharkhand,East,22.816,85.761,2023-12-27,2023,12,361,45.8,0
IMD-1086,Uttar Pradesh,Indo-Gangetic Plain,26.377,80.73,2025-03-28,2025,3,87,36.4,0
IMD-1694,Chhattisgarh,Central,22.57,80.823,2022-04-08,2022,4,98,31.6,0
IMD-1657,West Bengal,East,23.534,88.848,2020-09-11,2020,9,255,37.2,0
IMD-1603,Telangana,South Peninsula,16.814,77.86,2024-01-22,2024,1,22,41.6,0
IMD-1453,Haryana,Northwest,29.804,74.387,2024-09-04,2024,9,248,43.6,0
IMD-1855,Tamil Nadu,South Peninsula,10.585,78.039,2021-03-25,2021,3,84,25.4,0
IMD-1566,Andhra Pradesh,South Peninsula,14.66,81.121,2020-10-02,2020,10,276,41.8,0
IMD-1733,Jharkhand,East,22.803,84.025,2026-02-18,2026,2,49,38.9,0
IMD-1141,Uttar Pradesh,Indo-Gangetic Plain,27.674,79.037,2025-10-12,2025,10,285,50.1,0
IMD-1178,Madhya Pradesh,Central,22.481,77.86,2026-02-19,2026,2,50,43.0,1
IMD-1037,Rajasthan,Northwest,28.447,74.064,2023-03-26,2023,3,85,34.8,0
IMD-1678,West Bengal,East,22.851,89.252,2021-03-06,2021,3,65,33.9,0
IMD-1469,Haryana,Northwest,30.392,74.544,2025-06-21,2025,6,172,35.5,0
IMD-1654,West Bengal,East,23.69,86.963,2022-06-07,2022,6,158,30.7,0
IMD-1797,Karnataka,South,14.957,76.524,2023-04-13,2023,4,103,26.4,0
IMD-1198,Madhya Pradesh,Central,22.919,79.48,2020-05-25,2020,5,146,30.6,0
IMD-1375,Odisha,East,20.052,86.999,2023-05-25,2023,5,145,29.7,0
IMD-1206,Madhya Pradesh,Central,21.819,80.239,2020-11-20,2020,11,325,48.0,0
IMD-1757,Jharkhand,East,24.889,85.403,2025-07-12,2025,7,193,33.7,0
IMD-1028,Rajasthan,Northwest,28.375,74.314,2024-06-29,2024,6,181,35.6,0
IMD-1498,Delhi,Northwest,29.667,76.858,2021-12-22,2021,12,356,48.2,0
IMD-1552,Andhra Pradesh,South Peninsula,14.444,78.378,2024-11-15,2024,11,320,48.7,0
IMD-1721,Chhattisgarh,Central,21.788,83.792,2021-04-20,2021,4,110,32.7,0
IMD-1273,Maharashtra,West,18.514,76.506,2026-04-14,2026,4,104,38.0,0
IMD-1027,Rajasthan,Northwest,25.584,74.069,2023-06-10,2023,6,161,35.0,0
IMD-1701,Chhattisgarh,Central,22.274,82.385,2021-09-19,2021,9,262,45.4,0
IMD-1199,Madhya Pradesh,Central,23.032,76.938,2025-02-03,2025,2,34,40.5,0
IMD-1797,Karnataka,South,14.957,76.524,2020-04-29,2020,4,120,27.1,0
IMD-1861,Tamil Nadu,South Peninsula,12.204,76.863,2025-08-01,2025,8,213,33.7,0
IMD-1540,Andhra Pradesh,South Peninsula,16.148,78.354,2020-04-08,2020,4,99,29.8,0
IMD-1446,Gujarat,West,22.681,70.366,2023-08-02,2023,8,214,41.6,1
IMD-1123,Uttar Pradesh,Indo-Gangetic Plain,25.761,80.33,2022-03-18,2022,3,77,33.9,0
IMD-1697,Chhattisgarh,Central,22.101,80.918,2026-06-07,2026,6,158,38.4,0
IMD-1325,Bihar,Indo-Gangetic Plain,24.622,86.492,2020-07-05,2020,7,187,35.7,0
IMD-1272,Maharashtra,West,18.856,75.212,2023-06-02,2023,6,153,31.7,0
IMD-1530,Andhra Pradesh,South Peninsula,15.391,81.169,2022-04-18,2022,4,108,29.7,0
IMD-1362,Odisha,East,21.217,86.644,2021-09-10,2021,9,253,44.5,0
IMD-1241,Maharashtra,West,20.884,76.731,2025-03-06,2025,3,65,36.0,0
IMD-1769,Karnataka,South,15.878,76.043,2023-01-09,2023,1,9,40.4,0
IMD-1621,Punjab,Northwest,30.174,75.108,2024-11-25,2024,11,330,49.2,0
IMD-1768,Karnataka,South,13.866,75.821,2024-10-27,2024,10,301,46.1,0
IMD-1084,Uttar Pradesh,Indo-Gangetic Plain,25.364,82.794,2020-08-12,2020,8,225,40.6,0
IMD-1319,Bihar,Indo-Gangetic Plain,24.706,85.28,2026-04-24,2026,4,114,29.4,0
IMD-1503,Delhi,Northwest,29.074,79.13,2022-07-28,2022,7,209,40.9,0
IMD-1309,Bihar,Indo-Gangetic Plain,24.752,83.366,2026-10-17,2026,10,290,45.3,0
IMD-1410,Gujarat,West,23.367,69.61,2024-10-02,2024,10,276,49.1,1
IMD-1522,Andhra Pradesh,South Peninsula,16.522,79.649,2021-08-19,2021,8,231,39.3,0
IMD-1447,Gujarat,West,23.601,70.901,2021-10-02,2021,10,275,46.4,0
IMD-1793,Karnataka,South,15.09,74.227,2020-12-01,2020,12,336,39.6,0
IMD-1747,Jharkhand,East,23.26,87.259,2022-10-28,2022,10,301,47.6,0
IMD-1717,Chhattisgarh,Central,20.945,80.051,2025-03-09,2025,3,68,38.3,0
IMD-1646,West Bengal,East,21.987,87.422,2022-04-17,2022,4,107,32.0,0
IMD-1232,Maharashtra,West,19.575,74.468,2021-05-26,2021,5,146,32.6,0
IMD-1510,Andhra Pradesh,South Peninsula,15.322,78.441,2020-04-14,2020,4,105,31.5,0
IMD-1659,West Bengal,East,24.39,88.698,2021-05-06,2021,5,126,29.9,0
IMD-1274,Maharashtra,West,19.916,74.54,2026-08-07,2026,8,219,37.0,0
IMD-1821,Tamil Nadu,South Peninsula,11.096,76.901,2025-07-15,2025,7,196,32.1,0
IMD-1062,Rajasthan,Northwest,26.459,73.87,2021-01-02,2021,1,2,46.0,0
IMD-1115,Uttar Pradesh,Indo-Gangetic Plain,26.486,79.101,2022-06-10,2022,6,161,33.1,0
IMD-1465,Haryana,Northwest,29.0,74.333,2021-06-25,2021,6,176,33.6,0
IMD-1809,Karnataka,South,14.83,74.835,2022-10-26,2022,10,299,38.4,0
IMD-1756,Jharkhand,East,24.212,86.239,2024-06-30,2024,6,182,33.7,0
IMD-1818,Tamil Nadu,South Peninsula,9.936,77.459,2022-11-26,2022,11,330,40.2,0
IMD-1636,Punjab,Northwest,30.681,73.667,2026-07-19,2026,7,200,37.2,0
IMD-1357,Odisha,East,21.801,83.936,2026-04-24,2026,4,114,37.0,0
IMD-1320,Bihar,Indo-Gangetic Plain,23.776,85.401,2025-10-13,2025,10,286,50.3,1
IMD-1605,Telangana,South Peninsula,17.054,79.115,2020-03-27,2020,3,87,34.3,0
IMD-1447,Gujarat,West,23.601,70.901,2023-09-13,2023,9,256,46.4,1
IMD-1334,Bihar,Indo-Gangetic Plain,26.39,84.207,2026-01-21,2026,1,21,43.2,0
IMD-1667,West Bengal,East,23.088,87.477,2020-02-10,2020,2,41,32.8,0
IMD-1616,Punjab,Northwest,31.149,73.805,2025-07-25,2025,7,206,35.6,0
IMD-1817,Tamil Nadu,South Peninsula,11.644,77.052,2023-04-15,2023,4,105,27.6,0
IMD-1214,Madhya Pradesh,Central,23.229,80.319,2020-09-23,2020,9,267,45.2,0
IMD-1848,Tamil Nadu,South Peninsula,9.752,78.007,2022-01-26,2022,1,26,39.5,0
IMD-1043,Rajasthan,Northwest,28.286,73.646,2021-10-29,2021,10,302,51.0,0
IMD-1175,Madhya Pradesh,Central,24.285,78.602,2022-08-27,2022,8,239,41.8,0
IMD-1398,Gujarat,West,21.281,70.833,2021-03-19,2021,3,78,34.4,0
IMD-1360,Odisha,East,20.929,85.354,2023-02-22,2023,2,53,41.9,1
IMD-1292,Maharashtra,West,19.011,75.634,2020-04-02,2020,4,93,30.2,0
IMD-1389,Odisha,East,21.482,85.537,2024-10-08,2024,10,282,49.4,1
IMD-1737,Jharkhand,East,23.397,85.7,2024-10-21,2024,10,295,43.1,0
IMD-1154,Uttar Pradesh,Indo-Gangetic Plain,26.463,82.342,2022-12-14,2022,12,348,52.0,1
IMD-1218,Madhya Pradesh,Central,24.021,78.054,2024-08-25,2024,8,238,43.5,0
IMD-1707,Chhattisgarh,Central,20.076,82.907,2023-03-14,2023,3,73,35.8,0
IMD-1057,Rajasthan,Northwest,27.464,73.164,2020-11-09,2020,11,314,49.8,0
IMD-1142,Uttar Pradesh,Indo-Gangetic Plain,27.668,82.055,2024-10-18,2024,10,292,48.1,0
IMD-1595,Telangana,South Peninsula,18.485,76.612,2020-01-17,2020,1,17,40.1,0
IMD-1642,Punjab,Northwest,30.933,73.596,2023-05-19,2023,5,139,35.3,0
IMD-1612,Punjab,Northwest,31.18,74.474,2023-10-23,2023,10,296,49.8,0
IMD-1885,Kerala,South,10.048,74.652,2020-10-12,2020,10,286,38.8,0
IMD-1788,Karnataka,South,13.9,74.298,2022-02-04,2022,2,35,36.9,0
IMD-1836,Tamil Nadu,South Peninsula,10.828,80.415,2025-04-28,2025,4,118,27.6,0
IMD-1286,Maharashtra,West,18.799,74.318,2023-01-09,2023,1,9,47.4,1
IMD-1594,Telangana,South Peninsula,18.531,78.429,2022-08-13,2022,8,225,39.3,0
IMD-1849,Tamil Nadu,South Peninsula,12.257,78.787,2020-08-15,2020,8,228,35.5,0
IMD-1378,Odisha,East,20.558,85.652,2021-05-16,2021,5,136,34.5,0
IMD-1245,Maharashtra,West,18.909,73.74,2022-07-04,2022,7,185,30.0,0
IMD-1012,Rajasthan,Northwest,25.938,73.524,2022-07-02,2022,7,183,33.3,0
IMD-1028,Rajasthan,Northwest,28.375,74.314,2024-02-03,2024,2,34,43.0,0
IMD-1651,West Bengal,East,23.576,87.735,2023-10-29,2023,10,302,43.4,0
IMD-1375,Odisha,East,20.052,86.999,2023-09-20,2023,9,263,45.2,0
IMD-1162,Madhya Pradesh,Central,23.031,78.606,2020-01-01,2020,1,1,45.3,0
IMD-1046,Rajasthan,Northwest,27.225,74.44,2026-02-24,2026,2,55,39.2,0
IMD-1324,Bihar,Indo-Gangetic Plain,23.954,85.48,2026-05-26,2026,5,146,36.3,0
IMD-1069,Rajasthan,Northwest,28.338,73.533,2025-05-12,2025,5,132,34.5,0
IMD-1797,Karnataka,South,14.957,76.524,2024-03-16,2024,3,76,28.8,0
IMD-1267,Maharashtra,West,20.714,75.72,2021-03-04,2021,3,63,34.3,0
IMD-1056,Rajasthan,Northwest,27.587,73.475,2023-05-26,2023,5,146,33.8,0
IMD-1422,Gujarat,West,22.519,72.069,2020-11-02,2020,11,307,43.1,0
IMD-1695,Chhattisgarh,Central,20.548,81.032,2026-05-08,2026,5,128,33.0,0
IMD-1838,Tamil Nadu,South Peninsula,11.703,79.357,2022-11-17,2022,11,321,47.9,1
IMD-1081,Uttar Pradesh,Indo-Gangetic Plain,27.5,79.093,2025-07-01,2025,7,182,38.4,0
IMD-1856,Tamil Nadu,South Peninsula,10.511,78.915,2023-08-03,2023,8,215,36.8,0
IMD-1468,Haryana,Northwest,29.959,75.156,2023-05-04,2023,5,124,31.9,0
IMD-1567,Telangana,South Peninsula,18.294,78.611,2025-12-17,2025,12,351,50.8,1
IMD-1247,Maharashtra,West,20.451,77.102,2023-11-13,2023,11,317,44.5,0
IMD-1085,Uttar Pradesh,Indo-Gangetic Plain,25.377,79.659,2025-07-28,2025,7,209,36.0,0
IMD-1864,Kerala,South,9.632,77.344,2025-02-25,2025,2,56,31.0,0
IMD-1025,Rajasthan,Northwest,27.681,75.809,2020-11-09,2020,11,314,49.7,0
IMD-1221,Madhya Pradesh,Central,22.315,79.999,2020-02-18,2020,2,49,38.5,0
IMD-1053,Rajasthan,Northwest,26.386,74.024,2024-01-09,2024,1,9,44.7,0
IMD-1001,Rajasthan,Northwest,26.158,73.852,2023-04-28,2023,4,118,34.0,0
IMD-1317,Bihar,Indo-Gangetic Plain,26.105,86.748,2025-03-26,2025,3,85,36.2,0
IMD-1303,Bihar,Indo-Gangetic Plain,26.535,84.839,2024-08-21,2024,8,234,41.6,0
IMD-1237,Maharashtra,West,20.797,74.189,2026-04-02,2026,4,92,35.1,0
IMD-1029,Rajasthan,Northwest,27.826,75.706,2020-07-27,2020,7,209,37.5,0
IMD-1437,Gujarat,West,23.084,71.653,2024-12-12,2024,12,347,43.6,0
IMD-1076,Uttar Pradesh,Indo-Gangetic Plain,27.363,81.538,2022-07-15,2022,7,196,37.8,0
IMD-1342,Odisha,East,19.52,86.263,2026-04-19,2026,4,109,35.2,0
IMD-1398,Gujarat,West,21.281,70.833,2022-04-17,2022,4,107,32.1,0
IMD-1743,Jharkhand,East,22.813,85.45,2022-12-10,2022,12,344,47.6,0
IMD-1108,Uttar Pradesh,Indo-Gangetic Plain,25.656,82.705,2026-09-17,2026,9,260,48.7,1
IMD-1380,Odisha,East,19.887,84.755,2020-08-30,2020,8,243,39.6,0
IMD-1366,Odisha,East,22.13,85.861,2024-12-05,2024,12,340,48.5,0
IMD-1171,Madhya Pradesh,Central,23.681,77.69,2020-02-09,2020,2,40,42.4,0
IMD-1287,Maharashtra,West,19.557,75.92,2021-10-17,2021,10,290,46.9,0
IMD-1122,Uttar Pradesh,Indo-Gangetic Plain,26.676,81.105,2021-11-17,2021,11,321,47.4,0
IMD-1521,Andhra Pradesh,South Peninsula,16.771,79.252,2020-01-27,2020,1,27,39.2,0
IMD-1174,Madhya Pradesh,Central,24.378,79.025,2025-06-14,2025,6,165,33.7,0
IMD-1273,Maharashtra,West,18.514,76.506,2024-02-29,2024,2,60,35.4,0
IMD-1086,Uttar Pradesh,Indo-Gangetic Plain,26.377,80.73,2022-12-24,2022,12,358,51.0,1
IMD-1406,Gujarat,West,22.721,70.997,2023-11-19,2023,11,323,49.3,0
IMD-1847,Tamil Nadu,South Peninsula,11.654,79.537,2023-03-24,2023,3,83,31.4,0
IMD-1396,Gujarat,West,23.645,69.383,2023-09-07,2023,9,250,45.7,1
IMD-1025,Rajasthan,Northwest,27.681,75.809,2026-02-15,2026,2,46,42.9,0
IMD-1240,Maharashtra,West,18.389,74.952,2025-03-31,2025,3,90,34.5,0
IMD-1125,Uttar Pradesh,Indo-Gangetic Plain,26.011,82.328,2024-11-02,2024,11,307,49.7,0
IMD-1146,Uttar Pradesh,Indo-Gangetic Plain,27.345,82.607,2023-02-17,2023,2,48,40.6,0
IMD-1553,Andhra Pradesh,South Peninsula,16.785,78.439,2025-02-20,2025,2,51,41.3,1
IMD-1148,Uttar Pradesh,Indo-Gangetic Plain,26.298,79.768,2024-10-31,2024,10,305,48.1,0
IMD-1802,Karnataka,South,15.188,77.213,2025-04-10,2025,4,100,31.2,0
IMD-1392,Odisha,East,21.365,86.603,2025-03-27,2025,3,86,35.1,0
IMD-1734,Jharkhand,East,23.3,84.261,2022-01-16,2022,1,16,44.2,0
IMD-1679,West Bengal,East,23.73,89.269,2025-04-03,2025,4,93,34.6,0
IMD-1604,Telangana,South Peninsula,16.785,78.527,2020-06-04,2020,6,156,30.3,0
IMD-1703,Chhattisgarh,Central,20.687,82.227,2020-08-10,2020,8,223,37.6,0
IMD-1159,Uttar Pradesh,Indo-Gangetic Plain,28.207,79.401,2020-12-22,2020,12,357,45.3,0
IMD-1813,Karnataka,South,15.409,74.378,2021-08-01,2021,8,213,37.3,0
IMD-1006,Rajasthan,Northwest,27.92,72.465,2022-07-25,2022,7,206,40.4,0
IMD-1463,Haryana,Northwest,27.803,76.786,2022-02-08,2022,2,39,41.4,0
IMD-1877,Kerala,South,11.687,74.546,2023-05-11,2023,5,131,27.4,0
IMD-1495,Delhi,Northwest,29.699,77.802,2026-03-11,2026,3,70,41.5,1
IMD-1354,Odisha,East,19.929,84.522,2022-09-12,2022,9,255,47.2,1
IMD-1469,Haryana,Northwest,30.392,74.544,2021-03-05,2021,3,64,35.5,0
IMD-1409,Gujarat,West,22.416,72.703,2025-06-30,2025,6,181,34.5,0
IMD-1171,Madhya Pradesh,Central,23.681,77.69,2022-02-02,2022,2,33,46.1,1
IMD-1003,Rajasthan,Northwest,28.446,74.96,2024-03-31,2024,3,91,37.5,0
IMD-1095,Uttar Pradesh,Indo-Gangetic Plain,28.193,80.818,2023-04-13,2023,4,103,35.2,0
IMD-1363,Odisha,East,20.167,83.46,2022-03-12,2022,3,71,29.7,0
IMD-1471,Haryana,Northwest,28.551,75.272,2020-10-21,2020,10,295,47.2,0
IMD-1276,Maharashtra,West,19.52,74.597,2023-03-02,2023,3,61,40.5,1
IMD-1066,Rajasthan,Northwest,26.646,72.913,2020-01-04,2020,1,4,47.0,0
IMD-1694,Chhattisgarh,Central,22.57,80.823,2025-12-02,2025,12,336,47.2,0
IMD-1874,Kerala,South,11.534,76.263,2020-12-14,2020,12,349,38.6,0
IMD-1574,Telangana,South Peninsula,17.582,76.538,2022-05-11,2022,5,131,33.0,0
IMD-1201,Madhya Pradesh,Central,21.798,77.571,2024-12-18,2024,12,353,46.4,0
IMD-1541,Andhra Pradesh,South Peninsula,17.016,78.286,2020-09-23,2020,9,267,45.4,0
IMD-1232,Maharashtra,West,19.575,74.468,2025-07-14,2025,7,195,33.8,0
IMD-1101,Uttar Pradesh,Indo-Gangetic Plain,25.309,79.351,2021-04-05,2021,4,95,33.1,0
IMD-1350,Odisha,East,21.184,85.376,2022-05-03,2022,5,123,32.9,0
IMD-1552,Andhra Pradesh,South Peninsula,14.444,78.378,2020-01-28,2020,1,28,42.3,0
IMD-1062,Rajasthan,Northwest,26.459,73.87,2022-07-10,2022,7,191,40.4,0
IMD-1783,Karnataka,South,15.618,75.794,2021-09-07,2021,9,250,38.7,0
IMD-1447,Gujarat,West,23.601,70.901,2022-06-24,2022,6,175,33.5,0
IMD-1391,Odisha,East,20.515,84.525,2026-02-19,2026,2,50,39.2,0
IMD-1696,Chhattisgarh,Central,22.617,82.076,2022-04-22,2022,4,112,32.1,0
IMD-1215,Madhya Pradesh,Central,23.416,78.202,2025-12-02,2025,12,336,44.5,0
IMD-1691,Chhattisgarh,Central,20.495,83.054,2021-10-21,2021,10,294,44.5,0
IMD-1242,Maharashtra,West,19.168,76.597,2020-12-08,2020,12,343,46.0,0
IMD-1520,Andhra Pradesh,South Peninsula,17.072,80.64,2020-01-03,2020,1,3,44.4,0
IMD-1577,Telangana,South Peninsula,18.385,79.645,2026-05-13,2026,5,133,32.9,0
IMD-1764,Karnataka,South,14.622,75.85,2021-09-26,2021,9,269,41.3,0
IMD-1022,Rajasthan,Northwest,27.198,75.796,2020-09-22,2020,9,266,44.6,0
IMD-1695,Chhattisgarh,Central,20.548,81.032,2024-10-27,2024,10,301,50.3,0
IMD-1310,Bihar,Indo-Gangetic Plain,26.32,86.82,2023-10-06,2023,10,279,47.0,0
IMD-1274,Maharashtra,West,19.916,74.54,2020-01-14,2020,1,14,40.6,0
IMD-1661,West Bengal,East,22.455,88.285,2021-10-22,2021,10,295,44.0,0
